0.000000 0.325500
0.006768 0.325500
0.013535 0.325500
0.020303 0.325500
0.027071 0.325500
0.033838 0.325500
0.040606 0.325500
0.047374 0.325500
0.054141 0.325500
0.060909 0.325500
0.067677 0.325500
0.074444 0.325500
0.081212 0.325500
0.087980 0.325500
0.094747 0.325500
0.101515 0.325500
0.108283 0.325500
0.115051 0.325500
0.121818 0.325500
0.128586 0.325500
0.135354 0.325500
0.142121 0.325500
0.148889 0.325500
0.155657 0.325500
0.162424 0.325500
0.169192 0.325500
0.175960 0.325493
0.182727 0.325429
0.189495 0.325252
0.196263 0.324844
0.203030 0.323640
0.209798 0.320686
0.216566 0.314626
0.223333 0.307247
0.230101 0.301200
0.236869 0.296759
0.243636 0.293336
0.250404 0.290542
0.257172 0.288205
0.263939 0.286233
0.270707 0.284576
0.277475 0.283207
0.284242 0.282086
0.291010 0.281170
0.297778 0.280427
0.304545 0.279830
0.311313 0.279352
0.318081 0.278931
0.324848 0.278880
0.331616 0.279452
0.338384 0.280025
0.345152 0.280745
0.351919 0.281568
0.358687 0.282442
0.365455 0.283343
0.372222 0.284258
0.378990 0.285179
0.385758 0.286103
0.392525 0.287025
0.399293 0.287944
0.406061 0.288857
0.412828 0.289763
0.419596 0.290657
0.426364 0.291537
0.433131 0.292397
0.439899 0.293229
0.446667 0.294028
0.453434 0.294790
0.460202 0.295512
0.466970 0.296196
0.473737 0.296846
0.480505 0.297470
0.487273 0.298076
0.494040 0.298671
0.500808 0.299251
0.507576 0.299808
0.514343 0.300336
0.521111 0.300832
0.527879 0.301294
0.534646 0.301722
0.541414 0.302116
0.548182 0.302475
0.554949 0.302800
0.561717 0.303093
0.568485 0.303353
0.575253 0.303581
0.582020 0.303780
0.588788 0.303951
0.595556 0.304100
0.602323 0.304229
0.609091 0.304341
0.615859 0.304439
0.622626 0.304523
0.629394 0.304595
0.636162 0.304655
0.642929 0.304705
0.649697 0.304745
0.656465 0.304775
0.663232 0.304794
0.670000 0.304800
