TITLE = "Visualization of the volumetric solution"
VARIABLES = "x","y","Conservative_1","Conservative_2","Conservative_3","Conservative_4","Pressure","Temperature","C<sub>p</sub>","Mach"
ZONE NODES= 18562, ELEMENTS= 36436, DATAPACKING=POINT, ZONETYPE=FEQUADRILATERAL
0.000000e+00	0.000000e+00	7.069870e-01	2.656996e+02	2.305180e-03	4.927032e+05	1.771102e+05	8.726953e+02	1.198424e+01	6.345989e-01	
6.700000e-01	0.000000e+00	3.039910e-01	2.438164e+02	7.862308e-03	2.336473e+05	5.434824e+04	6.228093e+02	-2.832964e-01	1.603156e+00	
1.500000e+00	0.000000e+00	3.351796e-01	2.576086e+02	4.107865e-01	2.552296e+05	6.249376e+04	6.495154e+02	5.306805e-01	1.504318e+00	
1.500000e+00	2.500000e+00	7.706473e-01	1.235719e+02	-1.161028e-01	1.528187e+05	5.716456e+04	2.584053e+02	-1.863876e-03	4.975820e-01	
-6.700000e-01	2.500000e+00	7.690418e-01	1.245661e+02	-2.942662e-01	1.525930e+05	5.700185e+04	2.582078e+02	-1.812269e-02	5.028258e-01	
-6.700000e-01	4.244000e-01	7.605712e-01	1.258314e+02	-2.671493e-05	1.507132e+05	5.612167e+04	2.570521e+02	-1.060785e-01	5.147423e-01	
1.548000e-01	4.244000e-01	6.619720e-01	1.511339e+02	-8.818623e+00	1.330044e+05	4.627722e+04	2.435331e+02	-1.089829e+00	7.310255e-01	
6.700000e-01	3.168000e-01	7.670962e-01	6.667044e+01	-5.478144e+01	1.488813e+05	5.761120e+04	2.616299e+02	4.276851e-02	3.469108e-01	
1.500000e+00	3.168000e-01	2.879490e-01	2.354627e+02	-2.086821e+00	2.217938e+05	5.020581e+04	6.073916e+02	-6.972474e-01	1.655162e+00	
1.500000e+00	5.036000e-01	7.707823e-01	1.209506e+02	3.354550e+00	1.524470e+05	5.717997e+04	2.584297e+02	-3.239975e-04	4.871058e-01	
-6.700000e-01	5.036000e-01	7.606373e-01	1.258207e+02	-4.141505e-04	1.507276e+05	5.612851e+04	2.570610e+02	-1.053953e-01	5.146449e-01	
6.700000e-01	3.048000e-01	2.529777e-01	1.870110e+02	1.894471e+01	1.834521e+05	4.544794e+04	6.258385e+02	-1.172699e+00	1.481569e+00	
0.000000e+00	3.255000e-01	7.289179e-01	2.521755e+02	4.043347e-03	5.057439e+05	1.848491e+05	8.834236e+02	1.275758e+01	5.806186e-01	
5.982143e-03	0.000000e+00	7.069655e-01	2.657175e+02	-1.599850e-03	4.926928e+05	1.771028e+05	8.726850e+02	1.198350e+01	6.346648e-01	
