0.4446320 0.4263690 0.3976520 0.3626220 0.3467410 0.4005050 0.5436770 0.7029730 0.8280830 0.3575960 0.3782910 0.3916900 0.3984120 -0.0000020 0.0000060 -0.0000220 0.0000840 -0.0003120 0.0011650 -0.0040750 -0.0167380 -0.0366250 -0.0638830 -0.0981760 -0.1350160 -0.1702040 -0.2092180 -0.2232060 
0.4392740 0.4049340 0.3555310 0.3012780 0.2777370 0.3026030 0.3952440 0.5581710 0.7733070 0.2929060 0.3329850 0.3716400 0.3940250 -0.0000040 0.0000150 -0.0000560 0.0002080 -0.0007770 0.0028980 -0.0101240 -0.0363020 -0.0705200 -0.1080500 -0.1441940 -0.1737410 -0.1959810 -0.2163330 -0.2212300 
0.4283190 0.3814350 0.3461080 0.3256600 0.3200840 0.4962290 0.7394970 0.8468620 0.8719470 0.3258420 0.3435630 0.3674320 0.3908330 -0.0000120 0.0000470 -0.0001740 0.0006490 -0.0024220 0.0090390 -0.0315210 -0.0946610 -0.1445920 -0.1789990 -0.2015870 -0.2144990 -0.2202960 -0.2218050 -0.2196570 
0.4422370 0.4162940 0.3767580 0.3372770 0.3224850 0.3725540 0.5164160 0.6868510 0.8236540 0.3330750 0.3610570 0.3878360 0.3988980 -0.0000030 0.0000090 -0.0000350 0.0001320 -0.0004930 0.0018380 -0.0064250 -0.0241330 -0.0490170 -0.0790710 -0.1123610 -0.1462470 -0.1774070 -0.2110890 -0.2226820 
0.4327390 0.3815220 0.3170490 0.2604990 0.2398400 0.3014590 0.4765110 0.6777590 0.8244150 0.2567410 0.3042340 0.3574920 0.3921770 -0.0000030 0.0000120 -0.0000450 0.0001680 -0.0006260 0.0023350 -0.0081590 -0.0296790 -0.0584870 -0.0911450 -0.1243320 -0.1559440 -0.1837400 -0.2127780 -0.2222100 
0.4227560 0.3593840 0.3153740 0.2982040 0.2954990 0.4007110 0.6125960 0.7633950 0.8477130 0.3095300 0.3430280 0.3732320 0.3937070 -0.0000050 0.0000190 -0.0000720 0.0002680 -0.0009990 0.0037260 -0.0130130 -0.0446310 -0.0830020 -0.1194600 -0.1504970 -0.1764640 -0.1968350 -0.2161450 -0.2212640 
0.4455180 0.4146690 0.3512900 0.2887840 0.2656180 0.3545190 0.5721010 0.7501760 0.8457480 0.2760350 0.3074170 0.3480740 0.3856820 -0.0000020 0.0000060 -0.0000240 0.0000900 -0.0003350 0.0012480 -0.0043710 -0.0189620 -0.0433790 -0.0745790 -0.1092880 -0.1442920 -0.1763620 -0.2109070 -0.2227370 
0.4487100 0.4328930 0.3952150 0.3565750 0.3420480 0.4031730 0.5713640 0.7507370 0.8516180 0.3470650 0.3617590 0.3797850 0.3947810 -0.0000010 0.0000050 -0.0000200 0.0000730 -0.0002730 0.0010170 -0.0035580 -0.0143870 -0.0311220 -0.0535980 -0.0816600 -0.1149290 -0.1539150 -0.2035960 -0.2247070 
0.4192960 0.3542350 0.3021220 0.2692760 0.2596840 0.2772460 0.3647280 0.5564670 0.7812270 0.2952600 0.3521160 0.3839930 0.3974930 -0.0000000 0.0000020 -0.0000070 0.0000260 -0.0000960 0.0003580 -0.0012570 -0.0073120 -0.0197330 -0.0403240 -0.0718310 -0.1127340 -0.1551920 -0.2050330 -0.2243640 
0.4418520 0.4113840 0.3585230 0.3026380 0.2813060 0.3662900 0.5838940 0.7742490 0.8559400 0.2910180 0.3198030 0.3559600 0.3877720 -0.0000020 0.0000060 -0.0000210 0.0000800 -0.0002980 0.0011120 -0.0038890 -0.0157710 -0.0341930 -0.0590210 -0.0901100 -0.1271480 -0.1645090 -0.2074600 -0.2236860 
0.4437590 0.4210070 0.3846900 0.3505650 0.3381520 0.3747960 0.4932460 0.6619820 0.8150900 0.3403030 0.3497520 0.3688790 0.3911800 -0.0000080 0.0000290 -0.0001090 0.0004070 -0.0015190 0.0056700 -0.0197810 -0.0625550 -0.1028910 -0.1362700 -0.1640100 -0.1859960 -0.2024970 -0.2174060 -0.2209010 
0.4382740 0.4025750 0.3554130 0.3100450 0.2920370 0.3673840 0.5678310 0.7634000 0.8547860 0.2947930 0.3124190 0.3492950 0.3862310 -0.0000010 0.0000050 -0.0000190 0.0000710 -0.0002660 0.0009940 -0.0034780 -0.0144650 -0.0320000 -0.0562480 -0.0876050 -0.1253620 -0.1634100 -0.2072040 -0.2237580 
0.4446370 0.4194040 0.3647550 0.2801880 0.2395840 0.2452280 0.2985240 0.4553630 0.7331080 0.2505670 0.2856920 0.3357660 0.3828270 -0.0000010 0.0000050 -0.0000180 0.0000690 -0.0002560 0.0009560 -0.0033450 -0.0142360 -0.0320670 -0.0572130 -0.0906790 -0.1286910 -0.1659420 -0.2080320 -0.2235350 
0.4175530 0.3374960 0.2727660 0.2420540 0.2353480 0.2832320 0.4350790 0.6371710 0.8097550 0.2408580 0.2636740 0.3082810 0.3713350 -0.0000130 0.0000500 -0.0001860 0.0006940 -0.0025900 0.0096650 -0.0337030 -0.0990060 -0.1481070 -0.1821250 -0.2040020 -0.2161940 -0.2212900 -0.2220220 -0.2195940 
0.4376160 0.4001540 0.3512340 0.3046400 0.2852850 0.3057340 0.4145640 0.6128630 0.8012020 0.3000530 0.3381610 0.3732910 0.3941940 -0.0000050 0.0000200 -0.0000740 0.0002770 -0.0010330 0.0038570 -0.0134660 -0.0454060 -0.0822600 -0.1160710 -0.1466390 -0.1730220 -0.1944810 -0.2154650 -0.2214520 
0.4335800 0.3863150 0.3303840 0.2869820 0.2727130 0.3530130 0.5546790 0.7327500 0.8398580 0.2780920 0.3034460 0.3461900 0.3857160 -0.0000040 0.0000160 -0.0000610 0.0002260 -0.0008440 0.0031500 -0.0110030 -0.0394110 -0.0764650 -0.1170210 -0.1557940 -0.1875990 -0.2069940 -0.2200900 -0.2202230 
0.4266870 0.3738060 0.3376810 0.3221310 0.3191630 0.3553200 0.4874050 0.6654510 0.8171170 0.3222740 0.3341960 0.3558140 0.3858180 -0.0000000 0.0000020 -0.0000060 0.0000220 -0.0000810 0.0003010 -0.0010650 -0.0082730 -0.0250350 -0.0541320 -0.0904530 -0.1296090 -0.1670150 -0.2085180 -0.2234090 
0.4454980 0.4271760 0.3920740 0.3500630 0.3331610 0.3302340 0.3520970 0.4546350 0.6926140 0.3417010 0.3637210 0.3840920 0.3964870 -0.0000000 0.0000010 -0.0000040 0.0000150 -0.0000540 0.0002030 -0.0007190 -0.0059710 -0.0182200 -0.0402160 -0.0748680 -0.1161780 -0.1579240 -0.2059510 -0.2241180 
0.4286440 0.3688830 0.3024510 0.2548650 0.2399020 0.2872670 0.4303520 0.6167240 0.7938190 0.2601530 0.3139260 0.3661600 0.3936560 -0.0000030 0.0000130 -0.0000480 0.0001770 -0.0006620 0.0024710 -0.0086350 -0.0314920 -0.0621990 -0.0972440 -0.1329760 -0.1659040 -0.1920420 -0.2156600 -0.2214460 
0.4305470 0.3764830 0.3170890 0.2738320 0.2599850 0.3375330 0.5222560 0.7002110 0.8288460 0.2670590 0.2929500 0.3368280 0.3826090 -0.0000080 0.0000290 -0.0001080 0.0004050 -0.0015100 0.0056370 -0.0196780 -0.0648890 -0.1155330 -0.1557470 -0.1837130 -0.2023150 -0.2132590 -0.2203330 -0.2200860 
0.4463220 0.4268130 0.3811540 0.3005410 0.2516160 0.2666880 0.3412330 0.5082990 0.7574090 0.2816180 0.3406190 0.3781420 0.3960310 -0.0000000 0.0000010 -0.0000030 0.0000110 -0.0000410 0.0001550 -0.0005460 -0.0040530 -0.0119600 -0.0259250 -0.0476640 -0.0786020 -0.1212620 -0.1914580 -0.2278970 
0.4425980 0.4173980 0.3793080 0.3438720 0.3310320 0.3362160 0.3808330 0.5087900 0.7447270 0.3437920 0.3701890 0.3882860 0.3976900 -0.0000030 0.0000100 -0.0000390 0.0001440 -0.0005370 0.0020030 -0.0070000 -0.0260000 -0.0522560 -0.0833370 -0.1167690 -0.1498710 -0.1798010 -0.2117380 -0.2225010 
0.4319000 0.3832360 0.3337880 0.3011860 0.2914160 0.3602440 0.5473180 0.7407060 0.8468630 0.3028430 0.3337490 0.3668850 0.3918310 -0.0000050 0.0000190 -0.0000710 0.0002660 -0.0009910 0.0037000 -0.0129170 -0.0437290 -0.0795130 -0.1129980 -0.1438160 -0.1708230 -0.1930820 -0.2151080 -0.2215530 
0.4371240 0.3951410 0.3335910 0.2746980 0.2530520 0.3532050 0.5970930 0.7838680 0.8581120 0.2692850 0.3100400 0.3542040 0.3885520 -0.0000020 0.0000060 -0.0000220 0.0000820 -0.0003060 0.0011440 -0.0040050 -0.0174940 -0.0406860 -0.0716310 -0.1065690 -0.1421770 -0.1750160 -0.2105640 -0.2228340 
0.4218110 0.3567400 0.2986660 0.2590740 0.2468600 0.2728880 0.3741820 0.5603030 0.7811230 0.2615820 0.3035640 0.3522400 0.3884820 -0.0000010 0.0000030 -0.0000120 0.0000430 -0.0001620 0.0006040 -0.0021180 -0.0107040 -0.0266960 -0.0524060 -0.0876790 -0.1268060 -0.1649800 -0.2078810 -0.2235830 
0.4232010 0.3565810 0.2921270 0.2460800 0.2314520 0.2731460 0.4110240 0.6138850 0.8019420 0.2477540 0.2926920 0.3445330 0.3859840 -0.0000040 0.0000150 -0.0000560 0.0002110 -0.0007870 0.0029350 -0.0102540 -0.0364990 -0.0703290 -0.1068510 -0.1404810 -0.1691870 -0.1924750 -0.2151400 -0.2215530 
0.4346420 0.3922020 0.3438050 0.3054430 0.2925290 0.3371620 0.4781380 0.6616190 0.8163180 0.3044250 0.3354500 0.3677950 0.3920660 -0.0000060 0.0000220 -0.0000830 0.0003100 -0.0011590 0.0043240 -0.0150890 -0.0487510 -0.0830980 -0.1155330 -0.1454720 -0.1718080 -0.1935780 -0.2151760 -0.2215310 
0.4315290 0.3804960 0.3220700 0.2756170 0.2599540 0.2988620 0.4313930 0.6278560 0.8060980 0.2721250 0.3078140 0.3515950 0.3876360 -0.0000040 0.0000150 -0.0000570 0.0002110 -0.0007880 0.0029420 -0.0102770 -0.0368370 -0.0715380 -0.1095590 -0.1461580 -0.1758960 -0.1975540 -0.2168410 -0.2210910 
